Date,TSLA,TSLL
2010-06-29,1.5926669836044312,
2010-06-30,1.5886670351028442,
2010-07-01,1.4639999866485596,
2010-07-02,1.2799999713897705,
2010-07-06,1.0740000009536743,
2010-07-07,1.053333044052124,
2010-07-08,1.1640000343322754,
2010-07-09,1.159999966621399,
2010-07-12,1.136667013168335,
2010-07-13,1.2093329429626465,
2010-07-14,1.3226670026779175,
2010-07-15,1.3259999752044678,
2010-07-16,1.3760000467300415,
2010-07-19,1.4606670141220093,
2010-07-20,1.3533329963684082,
2010-07-21,1.3480000495910645,
2010-07-22,1.399999976158142,
2010-07-23,1.4193329811096191,
2010-07-26,1.3966670036315918,
2010-07-27,1.3700000047683716,
2010-07-28,1.3813329935073853,
2010-07-29,1.3566670417785645,
2010-07-30,1.329332947731018,
2010-08-02,1.3946670293807983,
2010-08-03,1.463333010673523,
2010-08-04,1.4173330068588257,
2010-08-05,1.363332986831665,
2010-08-06,1.305999994277954,
2010-08-09,1.3066669702529907,
2010-08-10,1.2686669826507568,
2010-08-11,1.1933330297470093,
2010-08-12,1.1733330488204956,
2010-08-13,1.2213330268859863,
2010-08-16,1.2519999742507935,
2010-08-17,1.2766669988632202,
2010-08-18,1.2513329982757568,
2010-08-19,1.25266695022583,
2010-08-20,1.273332953453064,
2010-08-23,1.3420000076293945,
2010-08-24,1.2799999713897705,
2010-08-25,1.3266669511795044,
2010-08-26,1.3166669607162476,
2010-08-27,1.3133330345153809,
2010-08-30,1.324666976928711,
2010-08-31,1.2986669540405273,
2010-09-01,1.363332986831665,
2010-09-02,1.4040000438690186,
2010-09-03,1.4033329486846924,
2010-09-07,1.369333028793335,
2010-09-08,1.3933329582214355,
2010-09-09,1.380666971206665,
2010-09-10,1.3446669578552246,
2010-09-13,1.3813329935073853,
2010-09-14,1.4079999923706055,
2010-09-15,1.4653329849243164,
2010-09-16,1.3960000276565552,
2010-09-17,1.348667025566101,
2010-09-20,1.4040000438690186,
2010-09-21,1.3846670389175415,
2010-09-22,1.324666976928711,
2010-09-23,1.3040000200271606,
2010-09-24,1.340000033378601,
2010-09-27,1.3686670064926147,
2010-09-28,1.4266669750213623,
2010-09-29,1.4653329849243164,
2010-09-30,1.3606669902801514,
2010-10-01,1.3733329772949219,
2010-10-04,1.3993330001831055,
2010-10-05,1.4079999923706055,
2010-10-06,1.3639999628067017,
2010-10-07,1.3619999885559082,
2010-10-08,1.3619999885559082,
2010-10-11,1.3493330478668213,
2010-10-12,1.3493330478668213,
2010-10-13,1.369333028793335,
2010-10-14,1.3833329677581787,
2010-10-15,1.369333028793335,
2010-10-18,1.348667025566101,
2010-10-19,1.3366669416427612,
2010-10-20,1.3766670227050781,
2010-10-21,1.3833329677581787,
2010-10-22,1.3813329935073853,
2010-10-25,1.3899999856948853,
2010-10-26,1.4240000247955322,
2010-10-27,1.399999976158142,
2010-10-28,1.4126670360565186,
2010-10-29,1.4559999704360962,
2010-11-01,1.4273329973220825,
2010-11-02,1.4166669845581055,
2010-11-03,1.4513330459594727,
2010-11-04,1.659999966621399,
2010-11-05,1.6293330192565918,
2010-11-08,1.6653330326080322,
2010-11-09,1.6419999599456787,
2010-11-10,1.957332968711853,
2010-11-11,1.869333028793335,
2010-11-12,1.9893330335617065,
2010-11-15,2.053333044052124,
2010-11-16,1.9780000448226929,
2010-11-17,1.965999960899353,
2010-11-18,1.9926669597625732,
2010-11-19,2.065999984741211,
2010-11-22,2.2266669273376465,
2010-11-23,2.3046669960021973,
2010-11-24,2.3646669387817383,
2010-11-26,2.3546669483184814,
2010-11-29,2.2886669635772705,
2010-11-30,2.355333089828491,
2010-12-01,2.2899999618530273,
2010-12-02,2.1566669940948486,
2010-12-03,2.0993330478668213,
2010-12-06,2.02066707611084,
2010-12-07,2.1040000915527344,
2010-12-08,2.1579999923706055,
2010-12-09,2.136667013168335,
2010-12-10,2.101332902908325,
2010-12-13,2.0366671085357666,
2010-12-14,1.9019999504089355,
2010-12-15,1.9733330011367798,
2010-12-16,2.053999900817871,
2010-12-17,2.0906670093536377,
2010-12-20,2.113332986831665,
2010-12-21,2.1506669521331787,
2010-12-22,2.175333023071289,
2010-12-23,2.00600004196167,
2010-12-27,1.7033330202102661,
2010-12-28,1.7606669664382935,
2010-12-29,1.848667025566101,
2010-12-30,1.7666670083999634,
2010-12-31,1.775333046913147,
2011-01-03,1.7746670246124268,
2011-01-04,1.777999997138977,
2011-01-05,1.7886669635772705,
2011-01-06,1.858667016029358,
2011-01-07,1.8826669454574585,
2011-01-10,1.8966670036315918,
2011-01-11,1.797333002090454,
2011-01-12,1.797333002090454,
2011-01-13,1.7480000257492065,
2011-01-14,1.7166670560836792,
2011-01-18,1.7093329429626465,
2011-01-19,1.6019999980926514,
2011-01-20,1.5080000162124634,
2011-01-21,1.5360000133514404,
2011-01-24,1.6326669454574585,
2011-01-25,1.6453330516815186,
2011-01-26,1.649999976158142,
2011-01-27,1.6613329648971558,
2011-01-28,1.6006669998168945,
2011-01-31,1.6066670417785645,
2011-02-01,1.593999981880188,
2011-02-02,1.5959999561309814,
2011-02-03,1.5753329992294312,
2011-02-04,1.5640000104904175,
2011-02-07,1.5379999876022339,
2011-02-08,1.6326669454574585,
2011-02-09,1.547333002090454,
2011-02-10,1.5479999780654907,
2011-02-11,1.5499999523162842,
2011-02-14,1.5386669635772705,
2011-02-15,1.5226670503616333,
2011-02-16,1.6486669778823853,
2011-02-17,1.5733330249786377,
2011-02-18,1.5453330278396606,
2011-02-22,1.4579999446868896,
2011-02-23,1.4553329944610596,
2011-02-24,1.5019999742507935,
2011-02-25,1.5740000009536743,
2011-02-28,1.5926669836044312,
2011-03-01,1.5959999561309814,
2011-03-02,1.6013330221176147,
2011-03-03,1.6239999532699585,
2011-03-04,1.6633330583572388,
2011-03-07,1.6626670360565186,
2011-03-08,1.6440000534057617,
2011-03-09,1.6480000019073486,
2011-03-10,1.6006669998168945,
2011-03-11,1.6046669483184814,
2011-03-14,1.5499999523162842,
2011-03-15,1.5299999713897705,
2011-03-16,1.5213329792022705,
2011-03-17,1.5206669569015503,
2011-03-18,1.5306669473648071,
2011-03-21,1.5153330564498901,
2011-03-22,1.4793330430984497,
2011-03-23,1.480666995048523,
2011-03-24,1.4886670112609863,
2011-03-25,1.5166670083999634,
2011-03-28,1.5499999523162842,
2011-03-29,1.5946669578552246,
2011-03-30,1.5806670188903809,
2011-03-31,1.850000023841858,
2011-04-01,1.7773330211639404,
2011-04-04,1.722000002861023,
2011-04-05,1.7799999713897705,
2011-04-06,1.7660000324249268,
2011-04-07,1.815999984741211,
2011-04-08,1.7660000324249268,
2011-04-11,1.6846669912338257,
2011-04-12,1.6433329582214355,
2011-04-13,1.6619999408721924,
2011-04-14,1.6759999990463257,
2011-04-15,1.7053329944610596,
2011-04-18,1.668666958808899,
2011-04-19,1.6773329973220825,
2011-04-20,1.7166670560836792,
2011-04-21,1.7826670408248901,
2011-04-25,1.7593330144882202,
2011-04-26,1.7953330278396606,
2011-04-27,1.8053330183029175,
2011-04-28,1.843999981880188,
2011-04-29,1.840000033378601,
2011-05-02,1.8300000429153442,
2011-05-03,1.7913329601287842,
2011-05-04,1.7793329954147339,
2011-05-05,1.762666940689087,
2011-05-06,1.8079999685287476,
2011-05-09,1.8606669902801514,
2011-05-10,1.8886669874191284,
2011-05-11,1.8046669960021973,
2011-05-12,1.8446669578552246,
2011-05-13,1.8366669416427612,
2011-05-16,1.773332953453064,
2011-05-17,1.730666995048523,
2011-05-18,1.7566670179367065,
2011-05-19,1.8799999952316284,
2011-05-20,1.8646670579910278,
2011-05-23,1.7879999876022339,
2011-05-24,1.7813329696655273,
2011-05-25,1.9320000410079956,
2011-05-26,1.9653329849243164,
2011-05-27,1.9700000286102295,
2011-05-31,2.0093328952789307,
2011-06-01,1.901332974433899,
2011-06-02,1.9173330068588257,
2011-06-03,2.0086669921875,
2011-06-06,1.9133330583572388,
2011-06-07,1.891332983970642,
2011-06-08,1.8079999685287476,
2011-06-09,1.841333031654358,
2011-06-10,1.8573329448699951,
2011-06-13,1.8953330516815186,
2011-06-14,1.9066669940948486,
2011-06-15,1.8213330507278442,
2011-06-16,1.7666670083999634,
2011-06-17,1.7666670083999634,
2011-06-20,1.7339999675750732,
2011-06-21,1.835332989692688,
2011-06-22,1.8140000104904175,
2011-06-23,1.8473329544067383,
2011-06-24,1.8380000591278076,
2011-06-27,1.8306670188903809,
2011-06-28,1.8739999532699585,
2011-06-29,1.8860000371932983,
2011-06-30,1.9420000314712524,
2011-07-01,1.9346669912338257,
2011-07-05,1.942667007446289,
2011-07-06,1.9306670427322388,
2011-07-07,1.9819999933242798,
2011-07-08,1.920667052268982,
2011-07-11,1.8899999856948853,
2011-07-12,1.878000020980835,
2011-07-13,1.9093329906463623,
2011-07-14,1.8406670093536377,
2011-07-15,1.8386670351028442,
2011-07-18,1.8153330087661743,
2011-07-19,1.8593330383300781,
2011-07-20,1.9126670360565186,
2011-07-21,1.9133330583572388,
2011-07-22,1.952666997909546,
2011-07-25,1.8993330001831055,
2011-07-26,1.8666670322418213,
2011-07-27,1.8426669836044312,
2011-07-28,1.878000020980835,
2011-07-29,1.878000020980835,
2011-08-01,1.9179999828338623,
2011-08-02,1.8226670026779175,
2011-08-03,1.8133330345153809,
2011-08-04,1.649999976158142,
2011-08-05,1.6160000562667847,
2011-08-08,1.5759999752044678,
2011-08-09,1.670667052268982,
2011-08-10,1.5880000591278076,
2011-08-11,1.6866669654846191,
2011-08-12,1.753999948501587,
2011-08-15,1.7486670017242432,
2011-08-16,1.7400000095367432,
2011-08-17,1.722000002861023,
2011-08-18,1.6173330545425415,
2011-08-19,1.4866670370101929,
2011-08-22,1.463333010673523,
2011-08-23,1.5306669473648071,
2011-08-24,1.591333031654358,
2011-08-25,1.5406670570373535,
2011-08-26,1.5820000171661377,
2011-08-29,1.647333025932312,
2011-08-30,1.6419999599456787,
2011-08-31,1.6493330001831055,
2011-09-01,1.600000023841858,
2011-09-02,1.5379999876022339,
2011-09-06,1.5293329954147339,
2011-09-07,1.5893330574035645,
2011-09-08,1.5740000009536743,
2011-09-09,1.5313329696655273,
2011-09-12,1.525333046913147,
2011-09-13,1.6053329706192017,
2011-09-14,1.6226669549942017,
2011-09-15,1.6546670198440552,
